d_muni,d_nombmuni,d_provincia,d_nomsec,d_nomzon,dane_ant,d_nombinst,d_sede,d_nombsede,d_grado,metodo,d_nomjor,sector,edad
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,19
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,20
77,BARBOSA,VÉLEZ,PRIVADO,URBANA,368077800007,FUNDANCION COLOMBIANA DE APRENDIZAJE TECNICO - FUC,368077800007A,FUNDANCION COLOMBIANA DE APRENDIZAJE TECNICO - FUC,26,PROGRAMA PARA JOVENE,NOCTURNA,2,18
77,BARBOSA,VÉLEZ,PRIVADO,URBANA,368077800007,FUNDANCION COLOMBIANA DE APRENDIZAJE TECNICO - FUC,368077800007A,FUNDANCION COLOMBIANA DE APRENDIZAJE TECNICO - FUC,26,PROGRAMA PARA JOVENE,NOCTURNA,2,18
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,20
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,19
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,19
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,20
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,19
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,20
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,20
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,19
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,18
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,39
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,19
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,18
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,20
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,57
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,21
77,BARBOSA,VÉLEZ,OFICIAL,URBANA,168077000141,INSTITUTO INTEGRADO DE COMERCIO,168077000150B,ESCUELA URBANA CENTRO,26,PROGRAMA PARA JOVENE,NOCTURNA,1,21
77,BARBOSA,VÉLEZ,OFICIAL,URBANA,168077000141,INSTITUTO INTEGRADO DE COMERCIO,168077000150B,ESCUELA URBANA CENTRO,26,PROGRAMA PARA JOVENE,NOCTURNA,1,17
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,21
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,18
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,17
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,17
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,18
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,19
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,19
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,20
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,27
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,20
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,27
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,20
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,26
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,20
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,24
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,23
655,SABANA DE TORRES,YARIGUIES,OFICIAL,RURAL,268655000707,INSTITUCION EDUCATIVA  EL TAGUI,268655000707A,INSTITUCION EDUCATIVA  EL TAGUI,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,1,21
655,SABANA DE TORRES,YARIGUIES,OFICIAL,RURAL,268655000707,INSTITUCION EDUCATIVA  EL TAGUI,268655000707A,INSTITUCION EDUCATIVA  EL TAGUI,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,1,19
655,SABANA DE TORRES,YARIGUIES,OFICIAL,RURAL,268655000707,INSTITUCION EDUCATIVA  EL TAGUI,268655000707A,INSTITUCION EDUCATIVA  EL TAGUI,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,1,19
655,SABANA DE TORRES,YARIGUIES,OFICIAL,RURAL,268655000707,INSTITUCION EDUCATIVA  EL TAGUI,268655000707A,INSTITUCION EDUCATIVA  EL TAGUI,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,1,17
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,25
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,25
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,23
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,27
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755000849,INSTITUTO TECNICO COMUNERO-ITC,368755000849A,INSTITUTO TECNICO COMUNERO-ITC,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,18
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755000849,INSTITUTO TECNICO COMUNERO-ITC,368755000849A,INSTITUTO TECNICO COMUNERO-ITC,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,18
755,SOCORRO,COMUNERA,OFICIAL,URBANA,168755000360,COLEGIO UNIVERSITARIO,168755000360A,COLEGIO UNIVERSITARIO,26,PROGRAMA PARA JOVENE,NOCTURNA,1,18
755,SOCORRO,COMUNERA,OFICIAL,URBANA,168755000360,COLEGIO UNIVERSITARIO,168755000360A,COLEGIO UNIVERSITARIO,26,PROGRAMA PARA JOVENE,NOCTURNA,1,17
755,SOCORRO,COMUNERA,OFICIAL,URBANA,168755000360,COLEGIO UNIVERSITARIO,168755000360A,COLEGIO UNIVERSITARIO,26,PROGRAMA PARA JOVENE,NOCTURNA,1,17
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,18
655,SABANA DE TORRES,YARIGUIES,PRIVADO,URBANA,368655001332,INSTITUTO COLOMBO VENEZOLANO,368655001332A,INSTITUTO COLOMBO VENEZOLANO,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,18
655,SABANA DE TORRES,YARIGUIES,PRIVADO,URBANA,368655001332,INSTITUTO COLOMBO VENEZOLANO,368655001332A,INSTITUTO COLOMBO VENEZOLANO,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,19
655,SABANA DE TORRES,YARIGUIES,PRIVADO,URBANA,368655001332,INSTITUTO COLOMBO VENEZOLANO,368655001332A,INSTITUTO COLOMBO VENEZOLANO,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,18
655,SABANA DE TORRES,YARIGUIES,PRIVADO,URBANA,368655001332,INSTITUTO COLOMBO VENEZOLANO,368655001332A,INSTITUTO COLOMBO VENEZOLANO,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,19
655,SABANA DE TORRES,YARIGUIES,PRIVADO,URBANA,368655001332,INSTITUTO COLOMBO VENEZOLANO,368655001332A,INSTITUTO COLOMBO VENEZOLANO,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,19
655,SABANA DE TORRES,YARIGUIES,PRIVADO,URBANA,368655001332,INSTITUTO COLOMBO VENEZOLANO,368655001332A,INSTITUTO COLOMBO VENEZOLANO,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,18
655,SABANA DE TORRES,YARIGUIES,PRIVADO,URBANA,368655001332,INSTITUTO COLOMBO VENEZOLANO,368655001332A,INSTITUTO COLOMBO VENEZOLANO,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,17
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,18
77,BARBOSA,VÉLEZ,PRIVADO,URBANA,368077000388,CORPORACION EDUCATIVA COLEGIO JOSE ANTONIO GALAN,368077000388A,CORPORACION EDUCATIVA COLEGIO JOSE ANTONIO GALAN,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,17
895,ZAPATOCA,METROPOLITANA,OFICIAL,RURAL,268895000364,INSTITUCION EDUCATIVA LA PLAZUELA,268895000364A,INSTITUCION EDUCATIVA LA PLAZUELA,26,PROGRAMA PARA JOVENE,TARDE,1,21
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,39
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,37
755,SOCORRO,COMUNERA,OFICIAL,URBANA,168755000360,COLEGIO UNIVERSITARIO,168755000360A,COLEGIO UNIVERSITARIO,26,PROGRAMA PARA JOVENE,NOCTURNA,1,18
755,SOCORRO,COMUNERA,OFICIAL,URBANA,168755000360,COLEGIO UNIVERSITARIO,168755000360A,COLEGIO UNIVERSITARIO,26,PROGRAMA PARA JOVENE,NOCTURNA,1,18
755,SOCORRO,COMUNERA,OFICIAL,URBANA,168755000327,COLEGIO AVELINA MORENO,168755000327A,COLEGIO AVELINA MORENO,26,PROGRAMA PARA JOVENE,NOCTURNA,1,18
755,SOCORRO,COMUNERA,OFICIAL,URBANA,168755000327,COLEGIO AVELINA MORENO,168755000327A,COLEGIO AVELINA MORENO,26,PROGRAMA PARA JOVENE,NOCTURNA,1,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001032,CORPORACION EDUCATIVA TECNICA Y EMPRESARIAL - CORP,368679001032A,CORPORACION EDUCATIVA TECNICA Y EMPRESARIAL - CORP,26,PROGRAMA PARA JOVENE,NOCTURNA,2,16
679,SAN GIL,GUANENTA,OFICIAL,URBANA,168679000011,COLEGIO TECNICO NUESTRA SEÑORA DE LA PRESENTACION,168679000011A,COLEGIO TECNICO NUESTRA SEÑORA DE LA PRESENTACION,26,PROGRAMA PARA JOVENE,NOCTURNA,1,17
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,19
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679000010,INSTITUTO DE FORMACIÓN TÉCNICA - INFORTEC,368679000010A,INSTITUTO DE FORMACIÓN TÉCNICA - INFORTEC,26,PROGRAMA PARA JOVENE,COMPLETA,2,25
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,17
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679000982,CORPORACION TECNICA CEDEFOC,368679000982A,CORPORACION TECNICA CEDEFOC,26,PROGRAMA PARA JOVENE,NOCTURNA,2,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679000982,CORPORACION TECNICA CEDEFOC,368679000982A,CORPORACION TECNICA CEDEFOC,26,PROGRAMA PARA JOVENE,NOCTURNA,2,22
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679000982,CORPORACION TECNICA CEDEFOC,368679000982A,CORPORACION TECNICA CEDEFOC,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,19
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679000982,CORPORACION TECNICA CEDEFOC,368679000982A,CORPORACION TECNICA CEDEFOC,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,17
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679000982,CORPORACION TECNICA CEDEFOC,368679000982A,CORPORACION TECNICA CEDEFOC,26,PROGRAMA PARA JOVENE,FIN DE SEMANA,2,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,NOCTURNA,2,35
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,NOCTURNA,2,19
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,NOCTURNA,2,35
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,18
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,18
755,SOCORRO,COMUNERA,PRIVADO,URBANA,368755800021,GIMNASIO MODERNO LATINO,368755800021A,GIMNASIO MODERNO LATINO,26,PROGRAMA PARA JOVENE,MAÑANA,2,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,NOCTURNA,2,22
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,NOCTURNA,2,22
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,NOCTURNA,2,20
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,NOCTURNA,2,20
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,NOCTURNA,2,21
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,NOCTURNA,2,26
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,NOCTURNA,2,20
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,NOCTURNA,2,23
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,NOCTURNA,2,22
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,NOCTURNA,2,18
679,SAN GIL,GUANENTA,PRIVADO,URBANA,368679001024,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,368679001024A,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENER,26,PROGRAMA PARA JOVENE,NOCTURNA,2,18
